program,title,link,upvotes,bounty,vuln_type,date
HackerOne,Information leakage - Private reports cached by Google ,hackerone.com/reports/80118,8,0.0,Information Disclosure,2018-07-23
VK.com,Внедрение произвольного javascript-сценария в функционале просмотра изображений мобильной версии сайта,hackerone.com/reports/80298,7,0.0,Cross-site Scripting (XSS) - Generic,2015-10-30
Coinbase,Runtime manipulation iOS app breaking the PIN,hackerone.com/reports/80512,1,0.0,Violation of Secure Design Principles,2016-11-16
HackerOne,Number of invited researchers disclosed as part of JSON search response,hackerone.com/reports/80597,4,0.0,Information Disclosure,2015-08-05
Urban Dictionary,Reflective Xss Vulnerability ,hackerone.com/reports/80694,4,0.0,Cross-site Scripting (XSS) - Generic,2015-09-16
Gratipay,Authentication errors in server side validaton of E-MAIL,hackerone.com/reports/80883,3,0.0,Improper Authentication - Generic,2015-08-10
HackerOne,Private Program and bounty details disclosed as part of JSON search response,hackerone.com/reports/80936,4,500.0,Improper Authentication - Generic,2015-08-31
Ubiquiti Inc.,JetBrains .idea project directory,hackerone.com/reports/80990,20,0.0,Violation of Secure Design Principles,2019-09-19
HackerOne,Internal bounty and swag details disclosed as part of JSON response,hackerone.com/reports/81083,3,500.0,Information Disclosure,2016-04-25
Informatica,[now.informatica.com] Reflective Xss,hackerone.com/reports/81191,6,0.0,Cross-site Scripting (XSS) - Generic,2016-05-19
Ruby on Rails,Potential XSS on sanitize/Rails::Html::WhiteListSanitizer,hackerone.com/reports/81212,5,0.0,Cross-site Scripting (XSS) - Generic,2016-03-13
Ruby on Rails,[Rails42] We can inject HTML tags when server is using strip_tags method,hackerone.com/reports/81396,3,0.0,Cross-site Scripting (XSS) - Generic,2016-03-13
Shopify,XSS https://delivery.shopifyapps.com/  (Digital Downloads App  in myshopify.com),hackerone.com/reports/81441,3,0.0,Cross-site Scripting (XSS) - Generic,2015-08-24
Gratipay,"Possible SQL injection on ""Jump to twitter""",hackerone.com/reports/81701,2,0.0,SQL Injection,2016-03-21
Automattic,XSS in WordPress ,hackerone.com/reports/81736,4,0.0,Cross-site Scripting (XSS) - Generic,2015-10-16
Shopify,Reflected XSS in chat.,hackerone.com/reports/81757,4,0.0,Cross-site Scripting (XSS) - Generic,2015-09-02
ownCloud,owncloud.com: DOM Based XSS,hackerone.com/reports/83178,2,0.0,Cross-site Scripting (XSS) - Generic,2015-10-11
ownCloud,owncloud.com: Allowed an attacker to force a user to change profile details. (XCSRF),hackerone.com/reports/83239,1,0.0,Cross-Site Request Forgery (CSRF),2015-09-11
ownCloud,owncloud.com: Content Sniffing not disabled,hackerone.com/reports/83251,3,0.0,Violation of Secure Design Principles,2015-11-12
ownCloud,owncloud.com: Cross Site Tracing,hackerone.com/reports/83373,2,0.0,Cross-site Scripting (XSS) - Generic,2015-10-11
ownCloud,apps.owncloud.com: XSS via referrer,hackerone.com/reports/83374,5,0.0,Cross-site Scripting (XSS) - Generic,2015-10-11
ownCloud,apps.owncloud.com: Multiple reflected XSS by insecure URL generation (IE only),hackerone.com/reports/83381,1,0.0,Cross-site Scripting (XSS) - Generic,2016-03-10
ownCloud,owncloud.com: PermError SPF Permanent Error: Too many DNS lookups,hackerone.com/reports/83578,1,0.0,Violation of Secure Design Principles,2015-10-11
Khan Academy,Html injection on khanacademy,hackerone.com/reports/83604,5,0.0,Command Injection - Generic,2015-12-14
ownCloud,apps.owncloud.com: Session Cookie in URL can be captured by hackers,hackerone.com/reports/83667,3,0.0,Improper Authentication - Generic,2015-10-31
ownCloud,apps.owncloud.com: SSL Session cookie without secure flag set,hackerone.com/reports/83710,3,0.0,Improper Authentication - Generic,2015-09-15
ownCloud,apps.owncloud.com: Path Disclosure,hackerone.com/reports/83801,2,0.0,Information Disclosure,2015-09-11
ownCloud,apps.owncloud.com: SSL Server Allows Anonymous Authentication Vulnerability (SMTP),hackerone.com/reports/83803,4,0.0,Memory Corruption - Generic,2015-09-11
ownCloud,demo.owncloud.org: Web Server HTTP Trace/Track Method Support Cross-Site Tracing Vulnerability,hackerone.com/reports/83837,2,0.0,Cross-site Scripting (XSS) - Generic,2015-09-11
ownCloud,s2.owncloud.com: Web Server HTTP Trace/Track Method Support Cross-Site Tracing Vulnerability,hackerone.com/reports/83855,1,0.0,Cross-site Scripting (XSS) - Generic,2016-02-05
ownCloud,s2.owncloud.com: SSL Session cookie without secure flag set,hackerone.com/reports/83856,1,0.0,Information Disclosure,2016-01-27
Ruby on Rails,DoS Attack in Controller Lookup Code,hackerone.com/reports/83962,3,0.0,Uncontrolled Resource Consumption,2016-03-13
ownCloud,test1.owncloud.com: Web Server HTTP Trace/Track Method Support Cross-Site Tracing Vulnerability,hackerone.com/reports/83971,2,0.0,Improper Authentication - Generic,2016-02-01
ownCloud,*.owncloud.com / *.owncloud.org: Using not strong enough SSL ciphers,hackerone.com/reports/84078,1,0.0,Violation of Secure Design Principles,2016-02-05
ownCloud,daily.owncloud.com: Information disclosure,hackerone.com/reports/84085,1,0.0,Privilege Escalation,2015-09-11
ownCloud,demo.owncloud.org: HTTP compression is enabled potentially leading to BREACH attack,hackerone.com/reports/84105,2,0.0,Cryptographic Issues - Generic,2015-10-09
Gratipay,"DKIM records not present, Email Hijacking is possible",hackerone.com/reports/84287,2,0.0,Improper Authentication - Generic,2015-09-23
ownCloud,apps.owncloud.com: Stored XSS in profile page,hackerone.com/reports/84371,3,0.0,Cross-site Scripting (XSS) - Generic,2015-10-11
ownCloud,owncloud.com: Account Compromise Through CSRF,hackerone.com/reports/84372,2,0.0,Cross-Site Request Forgery (CSRF),2016-03-11
ownCloud,apps.owncloud.com: Malicious file upload leads to remote code execution,hackerone.com/reports/84374,9,0.0,Code Injection,2015-09-01
ownCloud,CSRF in apps.owncloud.com,hackerone.com/reports/84395,3,0.0,Cross-Site Request Forgery (CSRF),2016-03-10
ownCloud,Lack of HSTS on https://apps.owncloud.com,hackerone.com/reports/84453,3,0.0,Cryptographic Issues - Generic,2016-03-10
ownCloud,owncloud.com: Outdated plugins contains public exploits  ,hackerone.com/reports/84581,2,0.0,Violation of Secure Design Principles,2015-10-11
X / xAI,XSS and cache poisoning via upload.twitter.com on ton.twitter.com,hackerone.com/reports/84601,198,0.0,Cross-site Scripting (XSS) - Generic,2019-05-01
Gratipay,Stored XSS On Statement,hackerone.com/reports/84740,8,0.0,Cross-site Scripting (XSS) - Generic,2015-09-03
ownCloud,Config,hackerone.com/reports/84797,2,0.0,Violation of Secure Design Principles,2015-10-11
Phabricator,Dashboard panel embedded onto itself causes a denial of service,hackerone.com/reports/85011,1,0.0,Uncontrolled Resource Consumption,2015-08-27
ownCloud,Full Path Disclosure ,hackerone.com/reports/85201,2,0.0,Information Disclosure,2016-01-06
Shopify,XSS https://www.shopify.com/signup,hackerone.com/reports/85291,2,500.0,Cross-site Scripting (XSS) - Generic,2015-08-31
Vimeo,Stored XSS on player.vimeo.com,hackerone.com/reports/85488,11,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
ownCloud,apps.owncloud.com: Edit Question didn't check ACLs,hackerone.com/reports/85532,3,0.0,Privilege Escalation,2015-09-11
ownCloud,apps.owncloud.com: Mixed Active Scripting Issue ,hackerone.com/reports/85541,1,0.0,Information Disclosure,2015-10-11
ownCloud,Password appears in user name field,hackerone.com/reports/85559,3,0.0,Violation of Secure Design Principles,2015-09-11
ownCloud,apps.owncloud.com: CSRF change privacy settings,hackerone.com/reports/85565,1,0.0,Cross-Site Request Forgery (CSRF),2016-03-11
ownCloud,apps.owncloud.com: Potential XSS,hackerone.com/reports/85577,3,0.0,Cross-site Scripting (XSS) - Generic,2015-11-04
Vimeo,Reflected XSS on vimeo.com/musicstore,hackerone.com/reports/85615,6,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
X / xAI,Highly wormable clickjacking in player card,hackerone.com/reports/85624,134,0.0,UI Redressing (Clickjacking),2018-05-17
Enter,IDOR on remoing Share,hackerone.com/reports/85720,6,250.0,Violation of Secure Design Principles,2015-11-27
Phabricator,Multiple so called  'type juggling' attacks. Most notably PhabricatorUser::validateCSRFToken() is 'bypassable' in certain cases.,hackerone.com/reports/86022,2,0.0,Cross-Site Request Forgery (CSRF),2015-10-01
HackerOne,Weak HSTS age in support hackerone site,hackerone.com/reports/86067,3,0.0,Violation of Secure Design Principles,2015-09-18
X / xAI,XSS on OAuth authorize/authenticate endpoint,hackerone.com/reports/87040,23,0.0,Cross-site Scripting (XSS) - Generic,2015-11-20
Shopify,www.shopify.com XSS on blog pages via sharing buttons,hackerone.com/reports/87168,2,500.0,Cross-site Scripting (XSS) - Generic,2015-10-21
ownCloud,Full Path Disclosure ,hackerone.com/reports/87505,1,0.0,Information Disclosure,2016-01-06
Gratipay,Mail spaming,hackerone.com/reports/87531,3,20.0,Violation of Secure Design Principles,2016-01-06
Coinbase,OAUTH pemission set as true= lead to authorize malicious application,hackerone.com/reports/87561,5,100.0,Improper Authentication - Generic,2015-12-01
Vimeo,Stored XSS on vimeo.com and player.vimeo.com,hackerone.com/reports/87577,4,0.0,Cross-site Scripting (XSS) - Generic,2015-11-30
Udemy,XSS Vulnerability,hackerone.com/reports/87588,3,0.0,Cross-site Scripting (XSS) - Generic,2015-11-09
ownCloud,gallery_plus: Content Spoofing ,hackerone.com/reports/87752,2,0.0,Violation of Secure Design Principles,2015-09-11
ownCloud,Webview Vulnerablity [OwnCloudAndroid Application] ,hackerone.com/reports/87835,5,0.0,Cross-site Scripting (XSS) - Generic,2015-10-11
Vimeo,XSS on vimeo.com/home after other user follows you,hackerone.com/reports/87854,19,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
Vimeo,"XSS on mobile version of vimeo.com where the button ""Follow"" appears",hackerone.com/reports/88088,7,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
Vimeo,"XSS on vimeo.com | ""Search within these results"" feature (requires user interaction)",hackerone.com/reports/88105,8,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
Phabricator,Information leakage through Graphviz blocks,hackerone.com/reports/88395,1,0.0,Information Disclosure,2015-09-13
Vimeo,XSS when using captions/subtitles on video player based on Flash (requires user interaction),hackerone.com/reports/88508,8,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
X / xAI,Multiple DOMXSS on Amplify Web Player,hackerone.com/reports/88719,66,0.0,Cross-site Scripting (XSS) - Generic,2017-04-15
ownCloud,Apache Range Header Denial of Service Attack (Confirmed PoC),hackerone.com/reports/88904,3,0.0,Uncontrolled Resource Consumption,2016-01-01
ownCloud,owncloud.com: CVE-2015-5477 BIND9 TKEY Vulnerability + Exploit (Denial of Service),hackerone.com/reports/89097,1,0.0,Uncontrolled Resource Consumption,2015-09-16
BitHunt,No rate limit or captcha to identify humans,hackerone.com/reports/89178,2,0.0,Violation of Secure Design Principles,2016-06-01
Slack,Self-XSS in posts by formatting text as code,hackerone.com/reports/89505,2,0.0,Cross-site Scripting (XSS) - Generic,2015-11-10
VK.com,"CSRF в получении резервных токенов+framing , приводящие к компроментации 2fa",hackerone.com/reports/90165,12,500.0,Cross-Site Request Forgery (CSRF),2017-05-31
X / xAI,Tweetdeck (twitter owned app) not revoked,hackerone.com/reports/90172,5,0.0,Improper Authentication - Generic,2016-04-29
Coinbase,User email enumuration using Gmail,hackerone.com/reports/90308,6,100.0,Information Disclosure,2015-12-23
ownCloud,Apache documentation,hackerone.com/reports/90321,1,0.0,Information Disclosure,2016-01-04
HackerOne,"Minor Bug: Public un-compiled CSS with original sass, versioning, source map, comments, etc.",hackerone.com/reports/90367,5,0.0,Information Disclosure,2015-09-25
Zaption,CSV Excel Macro Injection in Export Response,hackerone.com/reports/90415,3,0.0,Command Injection - Generic,2015-10-01
Ruby on Rails,"Nested attributes reject_if proc can be circumvented by providing ""_destroy"" parameter",hackerone.com/reports/90457,9,0.0,,2016-02-12
ownCloud,[s3.owncloud.com] Web Server HTTP Trace/Track Method Support ,hackerone.com/reports/90601,2,0.0,Violation of Secure Design Principles,2015-09-28
ownCloud,No email verification during registration,hackerone.com/reports/90643,5,0.0,Improper Authentication - Generic,2015-09-28
Shopify,Privilege escalation vulnerability,hackerone.com/reports/90671,3,0.0,Uncontrolled Resource Consumption,2015-10-14
Shopify,create staff member without owner access,hackerone.com/reports/90688,5,1000.0,Improper Authentication - Generic,2016-02-29
Shopify,change Login Services settings without owner access,hackerone.com/reports/90690,4,1000.0,Improper Authentication - Generic,2015-10-14
Gratipay,implement a cross-domain policy for Adobe products,hackerone.com/reports/90778,3,0.0,Violation of Secure Design Principles,2016-06-17
Gratipay,change bank account numbers,hackerone.com/reports/90805,13,0.0,Information Disclosure,2017-06-12
Shopify,Passwords Returned in Later Responses.,hackerone.com/reports/90862,3,0.0,Violation of Secure Design Principles,2015-09-30
IRCCloud,Inadequate input validation on API endpoint leading to self denial of service and increased system load.,hackerone.com/reports/90912,3,500.0,Uncontrolled Resource Consumption,2015-10-12
ownCloud,owncloud.com: WP Super Cache plugin is outdated,hackerone.com/reports/90980,2,0.0,Cross-site Scripting (XSS) - Generic,2015-10-30
Imgur,Open Url redirection on login with facebook,hackerone.com/reports/91332,3,0.0,Cryptographic Issues - Generic,2015-12-09
Imgur,Information disclosure (No rate limting in forgot password & other login),hackerone.com/reports/91343,30,0.0,Information Disclosure,2018-04-14
Imgur,"""Sign me out everywhere"" does not work for desktop sessions",hackerone.com/reports/91350,2,0.0,Cryptographic Issues - Generic,2015-12-23
Imgur,Content Sniffing not enabled,hackerone.com/reports/91366,1,0.0,Cryptographic Issues - Generic,2015-12-09
Imgur,Reflected Flash XSS using swfupload.swf with an epileptic reloading to bypass the button-event,hackerone.com/reports/91421,16,0.0,Cross-site Scripting (XSS) - Generic,2016-07-28
Automattic,WooCommerce: Support Ticket indirect object reference,hackerone.com/reports/91599,16,0.0,Cross-Site Request Forgery (CSRF),2016-09-02
Imgur,Crossdomain.xml settings on api.imgur.com too open,hackerone.com/reports/91604,2,0.0,Memory Corruption - Generic,2015-12-09
Imgur,Server Side Request Forgery In Video to GIF Functionality,hackerone.com/reports/91816,8,0.0,Cross-Site Request Forgery (CSRF),2016-03-22
ownCloud,Self-XSS in mails sent by hello@owncloud.com,hackerone.com/reports/92111,3,0.0,Violation of Secure Design Principles,2016-02-06
VK.com,Уязвимость дает возможность смотреть кто лайкал приватным фото или видео ,hackerone.com/reports/92113,17,100.0,Cross-Site Request Forgery (CSRF),2018-06-24
Uber,Issue with Password reset functionality,hackerone.com/reports/92251,5,100.0,Improper Authentication - Generic,2016-05-23
VK.com,Недочет в поиске по хештегам,hackerone.com/reports/92271,8,0.0,Cryptographic Issues - Generic,2018-03-04
Shopify,customers password hash leak!!!!,hackerone.com/reports/92344,4,500.0,Improper Authentication - Generic,2015-10-05
Automattic,CSV Injection in polldaddy.com,hackerone.com/reports/92353,1,0.0,,2015-11-20
Shopify,unauthorized access to all customers first and last name ,hackerone.com/reports/92453,4,2500.0,Improper Authentication - Generic,2015-10-06
Bumble,Tokens from services like Facebook can be stolen,hackerone.com/reports/92472,7,0.0,,2016-06-03
Shopify,Accessing Payments page and adding payment methods with limited access accounts,hackerone.com/reports/92481,3,500.0,Privilege Escalation,2015-11-10
HackerOne,Content spoofing on invitations page ,hackerone.com/reports/92607,4,0.0,,2015-10-21
Shopify,The POS Firmware is leaking the root Password which can be used for unauthorized access to the device.,hackerone.com/reports/92633,3,0.0,,2015-10-09
ownCloud,apps.owncloud.com: Referer protection Bypassed,hackerone.com/reports/92644,3,0.0,Improper Authentication - Generic,2016-01-02
HackerOne,HackerOne Private Programs users disclosure and de-anonymous-ize,hackerone.com/reports/92716,4,0.0,Information Disclosure,2015-12-08
Coinbase,SPF records not found,hackerone.com/reports/92740,1,0.0,Violation of Secure Design Principles,2015-10-14
Shopify,unauthorized access to all collections name,hackerone.com/reports/93004,2,2000.0,Privilege Escalation,2015-10-14
VK.com,Способ узнать имя человека и ВУЗ удаленной страницы,hackerone.com/reports/93020,3,0.0,Privilege Escalation,2016-10-17
Imgur,Csrf near report abuse meme ,hackerone.com/reports/93154,1,0.0,Cross-Site Request Forgery (CSRF),2015-12-09
Gratipay,"SPF Protection not used, I can hijack your email server",hackerone.com/reports/93157,2,0.0,Cryptographic Issues - Generic,2017-08-08
Shopify,First & Last Name Disclosure of any Shopify Store Admin,hackerone.com/reports/93294,3,0.0,Privilege Escalation,2015-11-09
Shopify,Unauthenticated access to details of hidden products in any shop via title emuneration,hackerone.com/reports/93394,3,1000.0,Improper Authentication - Generic,2015-10-23
Internet Bug Bounty,pngcrush double-free/segfault could result in DoS (CVE-2015-7700),hackerone.com/reports/93546,4,0.0,Uncontrolled Resource Consumption,2019-10-04
Adobe,Reflected XSS via. search,hackerone.com/reports/93550,6,0.0,Cross-site Scripting (XSS) - Generic,2016-04-13
Shopify,get users information without full access,hackerone.com/reports/93616,5,500.0,Privilege Escalation,2015-11-04
Shopify,Missing authorization check on dashboard overviews,hackerone.com/reports/93680,4,500.0,Privilege Escalation,2015-11-10
Shopify,Arbitrary write on s3://shopify-delivery-app-storage/files,hackerone.com/reports/93691,5,2000.0,Improper Authentication - Generic,2015-10-15
FanFootage,XSS by image file name,hackerone.com/reports/93807,7,0.0,Cross-site Scripting (XSS) - Generic,2015-12-09
Shopify,Bypassing password requirement during deletion of accout,hackerone.com/reports/93901,3,0.0,Improper Authentication - Generic,2015-11-03
Shopify,"Unauthorized access to all collections, products, pages from other stores",hackerone.com/reports/93921,6,2500.0,Improper Authentication - Generic,2015-10-20
Shopify,Arbitrary read on s3://shopify-delivery-app-storage/files,hackerone.com/reports/94087,3,1500.0,Improper Authentication - Generic,2015-10-20
HackerOne,Minimum bounty of a private program is visible for users that were removed from the program,hackerone.com/reports/94336,5,0.0,Information Disclosure,2015-10-21
Shopify,Some S3 Buckets are world readable (and one is world writeable),hackerone.com/reports/94502,4,500.0,Improper Authentication - Generic,2015-10-24
Ruby on Rails,http_basic_authenticate_with is suseptible to timing attacks.,hackerone.com/reports/94568,7,0.0,Improper Authentication - Generic,2016-03-13
Whisper,Host Header Injection/Redirection,hackerone.com/reports/94637,7,30.0,Open Redirect,2016-01-06
Whisper,SMS Invite Form Abuse,hackerone.com/reports/94642,8,30.0,Uncontrolled Resource Consumption,2017-03-21
Shopify,Paid account can review\download any invoice of any other shop,hackerone.com/reports/94899,5,0.0,Improper Authentication - Generic,2015-10-22
Coinbase,Balance Manipulation - BUG,hackerone.com/reports/94925,2,0.0,,2016-02-26
Shopify,Reflected XSS in cart at hardware.shopify.com,hackerone.com/reports/95089,10,500.0,Cross-site Scripting (XSS) - Generic,2015-12-22
X / xAI,"XSS in the ""Poll"" Feature on Twitter.com",hackerone.com/reports/95231,6,0.0,Cross-site Scripting (XSS) - Generic,2016-08-12
X / xAI,Following a User Actually Follows Another User,hackerone.com/reports/95243,1,280.0,Open Redirect,2015-12-02
Shopify,Unauthorized access to any Store Admin's First & Last name,hackerone.com/reports/95441,4,0.0,Improper Authentication - Generic,2015-11-07
X / xAI,IDOR- Activate Mopub on different organizations- steal api token- Fabric.io,hackerone.com/reports/95552,17,0.0,Improper Authentication - Generic,2016-01-25
X / xAI,CSRF on cards API,hackerone.com/reports/95555,41,0.0,Cross-Site Request Forgery (CSRF),2017-04-11
Imgur,Persistent XSS in image title,hackerone.com/reports/95564,4,0.0,Cross-site Scripting (XSS) - Generic,2016-03-31
Shopify,Privilege escalation and circumvention of permission to limited access user,hackerone.com/reports/95589,6,0.0,Improper Authentication - Generic,2015-11-11
Deriv.com,Cross Site Scripting,hackerone.com/reports/95599,5,50.0,Cross-site Scripting (XSS) - Generic,2015-11-13
Udemy,Reflected XSS and/or malicious redirection via JWPlayer 6 configuration modification,hackerone.com/reports/95640,2,0.0,Cross-site Scripting (XSS) - Generic,2016-02-24
Deriv.com,Http Response Splitting - Validate link,hackerone.com/reports/95981,11,75.0,,2015-11-15
Shopify,Domain takoever - https://sellocdn.com,hackerone.com/reports/96007,4,0.0,Improper Authentication - Generic,2015-11-03
Revive Adserver,Login page password-guessing attack,hackerone.com/reports/96115,46,0.0,Violation of Secure Design Principles,2024-04-19
withinsecurity,Uses unsafe-inline without nonce ,hackerone.com/reports/96218,1,0.0,Cryptographic Issues - Generic,2015-10-28
Vimeo,XSS on player.vimeo.com without user interaction and vimeo.com with user interaction,hackerone.com/reports/96229,6,0.0,Cross-site Scripting (XSS) - Generic,2017-08-31
withinsecurity,DDOS using xmlrpc.php,hackerone.com/reports/96294,7,0.0,Uncontrolled Resource Consumption,2015-10-29
Slack,"Stored XSS in Slack (weird, trial and error)",hackerone.com/reports/96337,4,0.0,Cross-site Scripting (XSS) - Generic,2015-11-10
Imgur,Persistent XSS in https://p.imgur.com/albumview.gif and http://p.imgur.com/imageview.gif / post statistics,hackerone.com/reports/96467,1,0.0,Cross-site Scripting (XSS) - Generic,2015-12-09
Shopify,Missing of csrf protection ,hackerone.com/reports/96470,9,500.0,Cross-Site Request Forgery (CSRF),2015-12-07
Snapchat,Password Reset - query param overrides postdata,hackerone.com/reports/96636,12,1500.0,Privilege Escalation,2015-12-24
Bumble,"crossdomain.xml too permissive on eu1.badoo.com, us1.badoo.com, etc.",hackerone.com/reports/96662,16,0.0,Violation of Secure Design Principles,2017-08-31
Shopify,Staff members with no permission to  access domains can access them.,hackerone.com/reports/96855,5,0.0,Improper Authentication - Generic,2015-11-03
Shopify,A 'Full access' administrator is able to see the shop owners user details,hackerone.com/reports/96890,3,500.0,Privilege Escalation,2015-11-10
Shopify,An administrator without the 'Settings' permission is able to see payment gateways,hackerone.com/reports/96908,5,500.0,Improper Authentication - Generic,2015-11-18
HackerOne,HTTP header injection in info.hackerone.com allows setting cookies for hackerone.com,hackerone.com/reports/97292,18,0.0,,2015-12-02
ok.ru,Multiple critical vulnerabilities in Odnoklassniki Android application,hackerone.com/reports/97295,16,0.0,,2016-07-26
HackerOne,Hackerone impersonation,hackerone.com/reports/97377,3,0.0,,2015-12-02
Shopify,"Staff members with no permission can access to the files, uploaded by the administrator",hackerone.com/reports/97452,7,500.0,Privilege Escalation,2016-07-07
Shopify,SVG parser loads external resources on image upload,hackerone.com/reports/97501,15,0.0,Cross-Site Request Forgery (CSRF),2016-06-02
X / xAI,Following a User After Favoriting Actually Follows Another User (related to #95243),hackerone.com/reports/97510,1,280.0,UI Redressing (Clickjacking),2015-12-02
Shopify,List of devices is accessible regardless of the account limitations,hackerone.com/reports/97535,3,500.0,Information Disclosure,2015-11-10
Deriv.com,User Enumeration : Due to rate limiting on registration,hackerone.com/reports/97609,5,0.0,Information Disclosure,2015-11-05
Slack,File upload XSS (Java applet) on http://slackatwork.com/,hackerone.com/reports/97657,1,200.0,Command Injection - Generic,2015-11-11
X / xAI,File Upload XSS in image uploading of App in mopub,hackerone.com/reports/97672,24,0.0,Cross-site Scripting (XSS) - Generic,2016-08-25
Slack,Reflected Self-XSS in Slack,hackerone.com/reports/97683,2,0.0,Cross-site Scripting (XSS) - Generic,2015-11-10
Imgur,XSS m.imgur.com,hackerone.com/reports/97938,3,0.0,Cross-site Scripting (XSS) - Generic,2016-01-21
HackerOne,Cross-domain AJAX request,hackerone.com/reports/97948,6,0.0,Open Redirect,2015-11-14
Algolia,Stored XSS on https://www.algolia.com/realtime-search-demo/*,hackerone.com/reports/98012,2,0.0,Cross-site Scripting (XSS) - Generic,2016-02-03
Shopify,Non-owner user can remove online store channel and re-add it.,hackerone.com/reports/98151,4,0.0,Improper Authentication - Generic,2015-12-03
Deriv.com,login to any user's cashier account and full account information disclosure,hackerone.com/reports/98247,27,0.0,Improper Authentication - Generic,2015-11-14
Shopify,'Limited' RCE in certain places where Liquid is accepted,hackerone.com/reports/98259,6,1500.0,Code Injection,2015-11-10
HackerOne,Pre-generation of 2FA secret/backup codes seems like an unnecessary risk,hackerone.com/reports/100509,15,1000.0,,2015-12-02
Slack,Executing scripts on slack-files.com using SVG,hackerone.com/reports/100565,4,0.0,Cross-site Scripting (XSS) - Generic,2016-02-18
Shopify,CSV Excel Macro Injection Vulnerability in export list of current users - app.shopify.com,hackerone.com/reports/100667,4,0.0,Command Injection - Generic,2015-12-01
X / xAI,Add tweet to collection CSRF ,hackerone.com/reports/100820,12,0.0,Cross-Site Request Forgery (CSRF),2016-08-22
Coinbase,Stored-XSS in https://www.coinbase.com/,hackerone.com/reports/100829,13,0.0,Cross-site Scripting (XSS) - Generic,2015-12-07
X / xAI,URGENT : NICHE.co Account Take Over Vulnerability,hackerone.com/reports/100849,7,560.0,Cross-Site Request Forgery (CSRF),2015-12-21
Imgur,Imgur dev environments facing the Internet,hackerone.com/reports/100916,4,0.0,Information Disclosure,2016-01-08
Yelp,Access to internal CMS containing private Data,hackerone.com/reports/100926,81,0.0,Improper Authentication - Generic,2016-10-07
X / xAI,xss in link items (mopub.com),hackerone.com/reports/100931,14,560.0,Cross-site Scripting (XSS) - Generic,2016-07-05
Shopify,An administrator without any permission is able to get order notifications using his APNS Token.,hackerone.com/reports/100938,10,500.0,Improper Authentication - Generic,2015-12-14
Shopify,"Cookie securing your ""Opening soon"" store is not secured against XSS",hackerone.com/reports/100956,2,0.0,Violation of Secure Design Principles,2015-12-01
X / xAI,Subdomain Expired,hackerone.com/reports/101104,3,0.0,Improper Authentication - Generic,2016-01-15
Automattic,Remove anyone's pic gravtar,hackerone.com/reports/101145,4,0.0,Improper Authentication - Generic,2016-06-05
